a0,a1,beta,tilde_beta,delta
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0551514,0.0818825,1.36137,2.0449,0.0425353
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0354417,0.0830832,1.21387,1.79812,0.0854969
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0382823,0.0742521,1.24962,1.65181,0.0309684
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0540554,0.0458046,1.32516,1.64678,0.03054
0.0357925,0.0731496,1.25347,1.79017,0.0818284
0.0357925,0.0731496,1.25347,1.79017,0.0818284
0.0357925,0.0731496,1.25347,1.79017,0.0818284
0.0357925,0.0731496,1.25347,1.79017,0.0818284
0.0357925,0.0731496,1.25347,1.79017,0.0818284
0.0447927,0.0527076,1.21982,1.6725,0.193836
0.0447927,0.0527076,1.21982,1.6725,0.193836
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0545868,0.0406428,1.37764,1.74216,0.100301
0.0620209,0.0320948,1.39489,1.88393,0.114582
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.053108,0.0454686,1.30298,1.73871,0.0855967
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0491854,0.0310733,1.16792,1.67917,0.0122443
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0572826,0.0627368,1.29615,1.81519,0.0402078
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0475119,0.0815966,1.42801,1.71397,0.00920314
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0437917,0.0741692,1.34561,1.89321,0.00055107
0.0672264,0.0257652,1.31562,2.08777,0.0547867
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0598341,0.0308445,1.20889,2.07253,0.0812097
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.0532118,0.0479703,1.22755,2.05902,0.00626249
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.054043,0.0595633,1.36985,1.83788,0.0798576
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0740408,0.00686399,1.34522,1.77844,0.100611
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0483583,0.0516234,1.31877,1.71365,0.0507633
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.0575042,0.0397974,1.32298,1.75588,0.0109057
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.057875,0.0664939,1.31968,1.96661,0.0743684
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0594137,0.0249856,1.23954,1.75686,0.0504517
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0558018,0.0357644,1.25098,1.93732,0.105656
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
0.0519007,0.0616482,1.18346,1.95439,0.0252165
